261,Fox and Hounds,"Church Street, Groton, SUDBURY, Suffolk",CO10 5ED,595966,241547,52.037694,0.855736,Babergh
272,Gardeners Arms,"Manningtree Road, Stutton, IPSWICH, Suffolk",IP9 2TG,614019,234537,51.968086,1.114167,Babergh
281,Glemsford Social Club,"25-27 Hunts Hill, Glemsford, SUDBURY, Suffolk",CO10 7RP,582842,247729,52.097693,0.667931,Babergh
294,Grover And Allen (J D Wetherspoon),"The Grover and Allen, 67-70 North Street, SUDBURY, Suffolk",CO10 1RF,587393,241511,52.040323,0.73088,Babergh
307,Hare and Hounds,"Harrow Street, Leavenheath, COLCHESTER, Essex",CO6 4PW,595658,237394,52.000502,0.848865,Babergh
308,Hare And Hounds,"Heath Road, East Bergholt, COLCHESTER, Essex",CO7 6RL,607632,235424,51.978461,1.021866,Babergh
396,Kings Head,"132 High Street, Bildeston, IPSWICH, Suffolk",IP7 7ED,599235,249535,52.108245,0.90799,Babergh
397,Kings Head Inn,"115 Bures Road, Great Cornard, SUDBURY, Suffolk",CO10 0JE,588371,240067,52.027024,0.744328,Babergh
429,Long Melford & District,"Ex-Service & Social Club, Hall Street, Long Melford, SUDBURY",CO10 9JL,586344,245744,52.07869,0.717911,Babergh
441,Maldon Grey,"Cats Lane, Great Cornard, SUDBURY, Suffolk",CO10 2RZ,588539,241342,52.038408,0.747475,Babergh
498,North Street Tavern,"North Street, SUDBURY, Suffolk",CO10 1RE,587306,241627,52.041394,0.729677,Babergh
500,Northcroft Social Club Ltd,"Flat 1, Croft Road, SUDBURY, Suffolk",CO10 1JD,587183,241531,52.040573,0.727833,Babergh
516,Oyster Reach Beefeater,"Bourne Hill, Wherstead, IPSWICH, Suffolk",IP2 8ND,616088,241605,52.030727,1.148689,Babergh
535,Plough And Fleece Inn,"Great Green, Cockfield, BURY ST EDMUNDS, Suffolk",IP30 0HJ,591666,256058,52.169493,0.801282,Babergh
553,Prince Of Wales,"New Street, SUDBURY, Suffolk",CO10 1JB,587198,241591,52.041098,0.728083,Babergh
561,Queens Head,"The Row, Wenham Magna, COLCHESTER, Essex",CO7 6PU,607309,238732,52.00829,1.019169,Babergh
562,Queens Head,"The Street, Layham, IPSWICH, Suffolk",IP7 5LZ,602914,240108,52.022268,0.95604,Babergh
569,Red Lion Inn,"Main Road, Chelmondiston, IPSWICH, Suffolk",IP9 1DX,620282,237160,51.989187,1.206871,Babergh
574,Rose and Crown,"The Street, Elmsett, IPSWICH, Suffolk",IP7 6PA,605723,246692,52.080338,1.00088,Babergh
577,Royal Harwich Yacht Club,"Cat House Lane, Woolverstone, IPSWICH, Suffolk",IP9 1AT,619565,238974,52.005746,1.197606,Babergh
578,Royal Oak,"East End Lane, East Bergholt, COLCHESTER, Essex",CO7 6XA,609998,235171,51.97531,1.05611,Babergh
601,Shipwreck Bar and Restaurant,"Shotley Marina, Shotley, IPSWICH, Suffolk",IP9 1QJ,625137,233764,51.95676,1.275217,Babergh
606,Shoulder of Mutton,"The Street, Assington, SUDBURY, Suffolk",CO10 5LJ,593394,238159,52.008164,0.816358,Babergh
665,Sudbury Institute Club,"54 Station Road, SUDBURY, Suffolk",CO10 2SP,587352,241190,52.037454,0.730107,Babergh
679,Swan Inn,"Lower Street, Stratford St Mary, COLCHESTER, Essex",CO7 6JR,604289,234144,51.968224,0.972501,Babergh
698,The Anchor Inn,"26 Court Street, Nayland with Wissington, COLCHESTER, Essex",CO6 4JL,597461,234141,51.970645,0.873238,Babergh
699,The Angel Hotel,"The Angel, Market Place, Lavenham, SUDBURY",CO10 9QZ,591612,249326,52.10906,0.796702,Babergh
700,The Angel Inn,"Polstead Street, Stoke by Nayland, COLCHESTER, Essex",CO6 4SA,598799,236444,51.990847,0.894023,Babergh
703,The Bay Horse,"61-65 Melford Road, SUDBURY, Suffolk",CO10 1JS,587176,241782,52.04283,0.727868,Babergh
704,The Beagle,"Hadleigh Road, Sproughton, IPSWICH, Suffolk",IP8 3AR,612509,243701,52.050935,1.097901,Babergh
705,The Bell Inn Kersey Ltd,"The Bell Inn, The Street, Kersey, IPSWICH",IP7 6DY,600019,244189,52.059961,0.91629,Babergh
708,The Brewers Arms,"Bower House Tye, Polstead, COLCHESTER, Essex",CO6 5BZ,598743,240657,52.028706,0.895637,Babergh
709,The Brewery Tap,"East Street, SUDBURY, Suffolk",CO10 2TP,587528,241500,52.040169,0.732839,Babergh
713,The Brook,"The Brook Inn, 241 Bures Road, Great Cornard, SUDBURY",CO10 0JQ,588509,239536,52.022208,0.746044,Babergh
714,The Brook Inn,"The Street, Copdock And Washbrook, IPSWICH, Suffolk",IP8 3HR,611836,242218,52.037879,1.087183,Babergh
716,The Bush Inn,"The Bush, The Street, Shimpling, BURY ST EDMUNDS",IP29 4HU,587401,253020,52.143674,0.737318,Babergh
718,The Case Is Altered,"Capel Road, Bentley, IPSWICH, Suffolk",IP9 2DW,610900,236865,51.990168,1.070262,Babergh
722,The Cock,"Lavenham Road, Brent Eleigh, SUDBURY, Suffolk",CO10 9PB,593759,248059,52.096944,0.827294,Babergh
723,The Cock Horse Inn,"The Cock Inn, Church Street, Lavenham, SUDBURY",CO10 9SA,591368,248958,52.105839,0.792936,Babergh
724,The Cock Inn,"89 George Street, Hadleigh, IPSWICH, Suffolk",IP7 5BP,603022,242713,52.045618,0.959156,Babergh
725,The Cock Inn,"Egremont Street, Glemsford, SUDBURY, Suffolk",CO10 7SA,582888,247368,52.094427,0.668408,Babergh
726,The Cock Inn,"Polstead Green, Polstead, COLCHESTER, Essex",CO6 5AL,599282,238287,52.007232,0.902119,Babergh
729,The Comfortable Cow,"Unit 3, The Pied Cow, 12 King Street, SUDBURY, Suffolk",CO10 2EB,587512,241324,52.038603,0.732496,Babergh
733,The Crown,"High Street, Acton, SUDBURY, Suffolk",CO10 0AT,589295,245005,52.071054,0.760512,Babergh
734,The Crown,"Park Street, Stoke by Nayland, COLCHESTER, Essex",CO6 4SE,598933,236183,51.988456,0.89582,Babergh
735,The Crown Inn,"The Green, Hartest, BURY ST EDMUNDS, Suffolk",IP29 4DH,583439,252512,52.140441,0.679212,Babergh
736,The Delphi Club,"Delphi Diesel Systems Ltd, Newton Road, SUDBURY, Suffolk",CO10 2RR,588318,241705,52.041752,0.744457,Babergh
739,The Fleece PH,"The Fleece, 8-10 Broad Street, Boxford, SUDBURY",CO10 5DX,596289,240564,52.028753,0.859875,Babergh
743,The George,"52 High Street, Hadleigh, IPSWICH, Suffolk",IP7 5AL,602690,242472,52.043575,0.954179,Babergh
744,The George & Dragon,"The George and Dragon Public House, Hall Street, Long Melford, SUDBURY",CO10 9JA,586282,245457,52.076134,0.716836,Babergh
745,The George Inn,"George Street, Hintlesham, IPSWICH, Suffolk",IP8 3NH,608882,243380,52.049431,1.044889,Babergh
749,The Greyhound,"High Street, Lavenham, SUDBURY, Suffolk",CO10 9PZ,591533,249254,52.10844,0.795509,Babergh
751,The Harkstead Bakers Arms Ltd,"The Bakers Arms, The Street, Harkstead, IPSWICH",IP9 1BT,618749,234804,51.968635,1.183065,Babergh
752,The Horseshoes Inn,"Three Horseshoes, Stows Hill, Cockfield, BURY ST EDMUNDS",IP30 0JB,591016,252988,52.14215,0.790064,Babergh
757,The Kings Head,"90 High Street, Hadleigh, IPSWICH, Suffolk",IP7 5EF,602648,242566,52.044443,0.953624,Babergh
758,The Kings Head,"Kings Head, Manningtree Road, Stutton, IPSWICH",IP9 2SW,614896,234862,51.970665,1.127116,Babergh
760,The Lion,"Honey Tye, Leavenheath, COLCHESTER, Essex",CO6 4NX,595553,235724,51.985543,0.846385,Babergh
763,The Long Melford Inn,"Station Road, Long Melford, SUDBURY, Suffolk",CO10 9HN,585923,244322,52.066062,0.710986,Babergh
771,The Peacock Inn,"37 The Street, Chelsworth, IPSWICH, Suffolk",IP7 7HU,598040,248097,52.095762,0.889729,Babergh
775,The Red Lion,"High Street, Bildeston, IPSWICH, Suffolk",IP7 7EX,599369,249070,52.104021,0.909672,Babergh
776,The Red Lion,"The Street, East Bergholt, COLCHESTER, Essex",CO7 6TB,606952,234631,51.971613,1.011503,Babergh
778,The Rose Inn,"The Street, Shotley, IPSWICH, Suffolk",IP9 1NL,623437,235072,51.969177,1.251383,Babergh
780,The Royal British Legion,"Cordell Road, Long Melford, SUDBURY, Suffolk",CO10 9EB,586403,245557,52.076991,0.718655,Babergh
781,The Royal British Legion,"George Street, Hadleigh, IPSWICH, Suffolk",IP7 5BB,602744,242503,52.043843,0.954984,Babergh
785,The Saracens Head,"Sudbury Road, Newton, SUDBURY, Suffolk",CO10 0QJ,591496,240881,52.033264,0.790275,Babergh
788,The Silkworm Public House,"East Street, SUDBURY, Suffolk",CO10 2HX,587489,241462,52.03985,0.732251,Babergh
789,The Six Bells,"The Street, Preston St Mary, SUDBURY, Suffolk",CO10 9NG,594405,250421,52.117918,0.838059,Babergh
791,The Swan,"Hall Street, Long Melford, SUDBURY, Suffolk",CO10 9JQ,586392,245831,52.079464,0.718659,Babergh
792,The Swan,"Swan Inn, The Street, Holbrook, IPSWICH",IP9 2PZ,616845,236583,51.985358,1.156531,Babergh
793,The Swan,"The Street, Lawshall, BURY ST EDMUNDS, Suffolk",IP29 4QA,586589,254260,52.155084,0.726146,Babergh
794,The Swan Inn,"The Swan, The Street, Little Waldingfield, SUDBURY",CO10 0SQ,592239,245150,52.071343,0.803493,Babergh
796,The White Horse,"Lavenham Road, The Heath, Great Waldingfield, SUDBURY, Suffolk",CO10 0SE,590529,243806,52.059864,0.777825,Babergh
797,The White Horse,"London Road, Capel St Mary, IPSWICH, Suffolk",IP9 2JR,609815,238086,52.00155,1.055231,Babergh
799,The White Horse Inn,"White Horse Inn, Mill Green, Edwardstone, SUDBURY",CO10 5PX,595149,242672,52.048066,0.844481,Babergh
800,The Wild Man Sproughton Ltd,"Wild Man Inn, Bramford Road, Sproughton, IPSWICH",IP8 3DA,612236,244982,52.06254,1.094721,Babergh
805,Three Horseshoes,"Church Square, Bures St Mary, BURES, Suffolk",CO8 5BS,590751,234016,51.971873,0.77561,Babergh
824,United Services Club,"White Horse Road, East Bergholt, COLCHESTER, Essex",CO7 6TU,608264,234312,51.96825,1.030381,Babergh
843,Waggon And Horses,"Church Walk, SUDBURY, Suffolk",CO10 1HJ,587173,241443,52.039777,0.727638,Babergh
852,Wheatsheaf Inn,"Church Road, Tattingstone, IPSWICH, Suffolk",IP9 2LY,612935,236887,51.98959,1.099868,Babergh
853,Wheelhouse,"Whatfield Road, Nedging with Naughton, IPSWICH, Suffolk",IP7 7BS,602435,249110,52.103269,0.954386,Babergh
855,White Horse,"North Street, SUDBURY, Suffolk",CO10 1RF,587393,241511,52.040323,0.73088,Babergh
933,Bar Zero,"Vitro Bars Ltd, 2 Western Road, Billericay, Essex",CM12 9DZ,567492,194861,51.627637,0.418449,Basildon
940,Barleylands Social Club,"Barleylands Road, Basildon, Essex",SS15 4BJ,569436,190310,51.586173,0.444311,Basildon
947,Basildon & Pitsea Cricket Club,"The Clubhouse,Mopsies Park, Timberlog Close, Basildon, Essex",SS14 1PF,572460,188908,51.572663,0.487228,Basildon
956,Basildon Rugby Football Club,"Gardiners Close, Basildon, Essex",SS14 3AW,571686,190376,51.586077,0.476787,Basildon
958,Basildon Snooker Centre,"5 High Pavement, Basildon, Essex",SS14 1EA,570385,188613,51.570643,0.457173,Basildon
959,Basildon Sports & Leisure Club,"Gardiners Way, Basildon, Essex",SS14 3AP,572174,190811,51.589844,0.484038,Basildon
961,Basildon United Football Club,"Gardiners Close, Basildon, Essex",SS14 3AW,571686,190376,51.586077,0.476787,Basildon
971,Beehive,"Southernhay, Basildon, Essex",SS14 1DQ,570355,188413,51.568847,0.456629,Basildon
975,Benbow Club,"77 Pound Lane, Bowers Gifford, Pitsea,Essex.",SS13 2HL,575475,188578,51.56876,0.530525,Basildon
977,Best Parties Ever,"Barleylands Farm, Barleylands Road, Billericay, Essex",CM11 2UD,569457,191981,51.601178,0.445405,Basildon
981,Billericay Constitutional Club,"1a High Street, Billericay, Essex",CM12 9BE,567525,194892,51.627905,0.418941,Basildon
982,Billericay Cricket Club,"The Toby Howe Cricket Ground, Blunts Wall Road, Billericay, Essex.",CM12 9SA,566278,194250,51.622508,0.400637,Basildon
1000,Bluehouse Farm Community Ctr.,"Laindon Link, Laindon, Basildon,Essex.",SS15 5UH,568621,188698,51.571928,0.431784,Basildon
1012,Bowers United Sports & Social,"Bowers United Sports And Social Club, Crown Avenue, Pitsea, Basildon",SS13 2BE,574498,189158,51.574281,0.51673,Basildon
1022,British Rail Social Association,"Market Avenue, Wickford, Essex",SS12 0AD,574485,193619,51.614357,0.518759,Basildon
1024,Bromfords Sports Centre,"Bromford Sports Centre, Grange Avenue, Wickford, Essex.",SS12 0LZ,573932,192618,51.605537,0.510285,Basildon
1064,Castle Mayne,"Castle Mayne, The Knares, Basildon, Essex",SS16 5RZ,569590,187843,51.563957,0.445341,Basildon
1082,Chequers,"44 High Street, Billericay, Essex",CM12 9BQ,567535,194790,51.626986,0.419036,Basildon
1087,Chicago Rock Cafe,"Festival Leisure Park, Cranes Farm Road, Basildon, Essex",SS14 3TJ,570763,189972,51.582728,0.463267,Basildon
1106,Club Kingswood,"Club Kingswood, Clay Hill Lane, Basildon, Essex",SS16 5JP,570549,187326,51.559032,0.458898,Basildon
1108,Coast to Coast,"Luminar Unit 1, Festival Way, Basildon, Essex",SS14 3WB,570697,190238,51.585137,0.462458,Basildon
1143,Cromwell Manor/Grand Events,"Cromwell Manor, Pitsea Hall Lane, Pitsea, Essex",SS16 4UH,573729,187224,51.557137,0.504689,Basildon
1145,Culpepper Club,"Gardiners Lane South, Basildon, Essex",SS14 3AP,572174,190811,51.589844,0.484038,Basildon
1153,David Lloyd Club,"Festival Way, Basildon, Essex",SS14 3DG,570578,190064,51.583619,0.460659,Basildon
1169,Dick Turpin,"Dick Turpin, Southend Arterial Road, Wickford, Essex",SS12 9HZ,575155,190980,51.590444,0.52711,Basildon
1183,Downham Arms,"130 London Road, Wickford, Essex",SS12 0AR,573767,193285,51.611579,0.508235,Basildon
1188,Dunton Park Country Club,"Lower Dunton Road, Dunton, Basildon,Essex.",CM13 3SX,566098,188316,51.569253,0.395232,Basildon
1241,Ford Sports & Social Club,"Gardiners Close, Basildon, Essex",SS14 3AW,571686,190376,51.586077,0.476787,Basildon
1250,Fryerns Community Centre,"Whitmore Way, Basildon, Essex",SS14 2NN,571715,189547,51.57863,0.476801,Basildon
1251,Fryerns Social Club,"Fryerns Social Club, Fryerns Community Centre, Whitmore Way, Basildon, Essex",SS14 2NN,571715,189547,51.578629,0.4768,Basildon
1260,Ghyllgrove Community Centre,"The Barnett Centre, Butneys, Basildon, Essex",SS14 2DG,570517,189084,51.574825,0.459304,Basildon
1283,Great Chalvedon Hall,"Great Chalvedon Hall, Rectory Road, Pitsea, Basildon",SS13 2AN,574093,189221,51.574973,0.510924,Basildon
1307,Harvester Darby Digger,"Darby Digger, Radwinter Avenue, Wickford, Essex",SS12 9PT,574613,192103,51.6007,0.519852,Basildon
1308,Harvester Langdon Hills,"High Road, Langdon Hills, Basildon,Essex.",SS16 6HU,567963,186547,51.552801,0.421272,Basildon
1329,Holy Cross Recreation Ground,"Holy Cross Recreation Ground Pavilion, Church Road, Basildon, Essex",SS14 2EX,571367,189631,51.57949,0.471824,Basildon
1345,Inn on the Green,"Mountnessing Road, Billericay, Essex",CM12 0EH,566700,195349,51.632247,0.40725,Basildon
1347,J D Wetherspoon,"39 High Street, Billericay, Essex",CM12 9BA,567510,194818,51.627254,0.418689,Basildon
1360,Jolly Friar Public House,"Whitmore Way, Basildon, Essex",SS14 3JT,572387,189983,51.582342,0.486703,Basildon
1374,Katz,"Southernhay, Basildon, Essex",SS14 1DJ,570105,188358,51.568428,0.453013,Basildon
1383,Kings Head,"Southend Road, Billericay, Essex",CM11 2PS,568937,192921,51.609778,0.438371,Basildon
1509,Moon on the Square,"1-15 Market Square, Basildon, Essex",SS14 1DF,570353,188485,51.569503,0.456649,Basildon
1573,Owl & Pussycat,"164 Clay Hill Road, Basildon, Essex",SS16 5DF,570836,187847,51.563617,0.463301,Basildon
1618,Post Office Sports Club,"Gardiners Way, Basildon, Essex",SS14 3AP,572174,190811,51.589844,0.484038,Basildon
1642,Q Ball Snooker and Sports Bar,"Time Square, Basildon, Essex",SS14 1DJ,570105,188358,51.568428,0.453013,Basildon
1657,Red Lion,"113 High Street, Billericay, Essex",CM12 9AJ,567372,194536,51.624762,0.416563,Basildon
1658,"Reids Bar, Restaurant and Function Room","66-68 Laindon Road, Billericay, Essex",CM12 9LD,567332,194050,51.620399,0.415753,Basildon
1671,Royal British Legion Club,"73-77 Runwell Road, Wickford, Essex",SS11 7HL,575117,194025,51.617808,0.528081,Basildon
1730,Social Club,"S Wernick & Sons Ltd, Russell Gardens, Shotgate, Wickford",SS11 8BL,575551,193005,51.608511,0.533833,Basildon
1734,South Essex Medical Club,"Nether Mayne, Basildon, Essex",SS16 5NL,569974,187159,51.557696,0.450545,Basildon
1747,Sportz Club Bar,"Wickford Community Centre, Market Road, Wickford, Essex",SS12 0AG,574450,193502,51.613317,0.518197,Basildon
1777,Stock Brook Manor Golf Club,"Queens Park Avenue, Billericay, Essex",CM12 0SP,567147,197178,51.648554,0.414575,Basildon
1840,The Burstead Golf Club,"Tye Common Road, Little Burstead, Billericay,Essex.",CM12 9SS,566401,192348,51.605394,0.40151,Basildon
1841,The Cafe,"Bowers United Sports And Social Club, Crown Avenue, Pitsea, Basildon",SS13 2BE,574498,189158,51.574281,0.51673,Basildon
1847,The Coach and Horses,"The Coach and Horses, 36 Chapel Street, Billericay, Essex",CM12 9LU,567486,194574,51.62506,0.418226,Basildon
1860,The Crane,"The Crane, Denys Drive, Basildon, Essex",SS14 3LP,572773,189997,51.582349,0.492276,Basildon
1862,The Crown Pub and Dining,"2 High Street, Billericay, Essex",CM12 9BQ,567498,194703,51.626224,0.41846,Basildon
1865,The Duke Public House,"80 High Street, Wickford, Essex",SS12 9AT,574605,193327,51.611697,0.520346,Basildon
1866,The Dukes Head,"The Dukes Head, Laindon Common Road, Little Burstead, Billericay",CM12 9TA,567131,192558,51.607056,0.412141,Basildon
1868,The Edge,"The Edge, 6-8 High Pavement, Basildon, Essex",SS14 1EA,570407,188615,51.570654,0.45749,Basildon
1873,The Forge,"The Forge, 1-2 The Pantiles, Billericay, Essex",CM12 0UA,567130,195931,51.637347,0.413734,Basildon
1874,The Four Seasons Public House,"Victoria Road, Laindon, Basildon,Essex.",SS15 6AW,567705,189161,51.576369,0.418801,Basildon
1885,The Honey Pot,"Festival Leisure Park, Cranes Farm Road, Basildon, Essex.",SS14 3TJ,570763,189972,51.582728,0.463267,Basildon
1888,The Joker,"25 Laindon Centre, Basildon, Essex",SS15 5TQ,568027,188951,51.574377,0.423342,Basildon
1893,The Mall Social Club,"Burnt Mills Road, Pitsea, Essex.",SS13 1DT,574197,190207,51.583789,0.512911,Basildon
1895,The Noak Bridge,"Noak Bridge Public House, 45 Wash Road, Laindon, Basildon",SS15 4BS,569035,190550,51.588449,0.438644,Basildon
1903,The Plough and Tractor,"186 Great Knightleys, Basildon, Essex",SS15 5HG,569261,188784,51.572508,0.441052,Basildon
1906,The Quays,"Festival Leisure Park, Cranes Farm Road, Basildon, Essex.",SS14 3WB,570697,190238,51.585137,0.462459,Basildon
1907,The Railway Hotel,"1 High Street, Billericay, Essex",CM12 9BE,567525,194892,51.627905,0.418941,Basildon
1909,The Rare Cow,"The New Mayflower, Jacksons Lane, Billericay, Essex",CM11 2DG,568080,194793,51.626851,0.426904,Basildon
1911,The Swan,"The Swan, The Broadway, Wickford, Essex",SS11 7AD,574723,193637,51.614445,0.522203,Basildon
1916,The Watermill,"East Mayne, Basildon, Essex",SS13 1BW,573096,189784,51.580328,0.496827,Basildon
1920,The Woodlands Club,"35 Kingswood Road, Basildon, Essex",SS16 5UP,571128,188029,51.565172,0.467585,Basildon
1937,Unit 7,"Unit 7, Festival Way, Basildon, Essex",SS14 3WB,570697,190238,51.585137,0.462458,Basildon
1942,Vange & Pitsea Social Club,"Vange And Pitsea Working Mens Club, High Road, Vange, Basildon",SS16 4TG,572912,187724,51.561879,0.493161,Basildon
1963,Wick Bar,"Wick Community Centre, Salcott Crescent, Wickford, Essex",SS12 9NR,575716,192265,51.601813,0.535829,Basildon
1969,Wickford Cricket Club,"Runwell Road, Wickford, Essex",SS11 7HG,575006,193927,51.616963,0.526416,Basildon
1990,Winged Horse,"Luncies Road, Basildon, Essex",SS14 1SB,572773,188401,51.568013,0.491491,Basildon
1992,Winston Social Club,"1 Northumberland Avenue, Laindon, Basildon",SS15 6NL,568067,188344,51.568922,0.423629,Basildon
2020,Addison Howard Centre,"Addison Howard Park, Bedford Road, Kempston, Bedford",MK42 8PN,503647,248452,52.124672,-0.487429,Bedford
2021,AFC Kempston Rovers Football Club,"Kempston Rovers Football Club, Hillgrounds Road, Kempston, Bedford",MK42 8QG,502863,248801,52.127946,-0.498772,Bedford
2052,Angel Domino Team,"30 The Broadway, Bedford",MK40 2TH,504936,250151,52.139699,-0.468084,Bedford
2072,Auction Room Ltd,"1 Duke Street, Bedford",MK40 3HR,505132,249883,52.137253,-0.465304,Bedford
2083,Badlands,"Palace Chambers, Silver Street, Bedford",MK40 1SY,504961,249859,52.13707,-0.467809,Bedford
2092,Bar Citrus,"29 Harpur Street, Bedford",MK40 1LA,504913,249913,52.137564,-0.468494,Bedford
2093,Barley Mow,"72 St Loyes Street, Bedford",MK40 1EZ,504748,250012,52.138476,-0.470873,Bedford
2099,Bedford & County Golf Club,"Bedford And County Golf Club, Green Lane, Clapham, Bedford",MK41 6ET,503742,253030,52.165798,-0.484646,Bedford
2100,Bedford & County Golf Club Bar,"Bedford And County Golf Club, Green Lane, Clapham, Bedford",MK41 6ET,503742,253030,52.165798,-0.484646,Bedford
2102,Bedford Arms,"Bedford Arms, High Street, Souldrop, Bedford",MK44 1EY,498566,261782,52.245405,-0.557751,Bedford
2103,Bedford Athletic Rugby Club Bar,"Bedford Athletic Rugby Club, Wentworth Drive, Bedford",MK41 8QA,506610,252330,52.158962,-0.44295,Bedford
2104,Bedford Borough Bowling Club Bar,"Bedford Borough Bowling Club, Goldington Road, Bedford",MK40 3NF,505452,250207,52.140104,-0.46053,Bedford
2122,Bedford Rowing Club,"Bedford Rowing Club, Duckmill Lane, Bedford",MK42 0AX,505136,249476,52.133594,-0.465371,Bedford
2123,"Bedford Rugby (Ground, Bar & Marquee)","Bedford Rugby Union F C, Goldington Road, Bedford",MK40 3NF,505452,250207,52.140104,-0.46053,Bedford
2129,Bedford Standard,"The Standard, 26-28 High Street, Bedford",MK40 1SP,505040,249761,52.136174,-0.466686,Bedford
2130,Bedford Town Football Club,"Bedford Town Football Club, Meadow Lane, Bedford",MK44 3LW,508726,249019,52.128793,-0.413089,Bedford
2133,Bedfordshire Golf Club,"Bedfordshire Golf Club, Spring Lane, Stagsden, Bedford",MK43 8SR,498960,248964,52.130132,-0.55572,Bedford
2148,Biddenham Pavilion,"Pavillion, Deep Spinney, Biddenham, Bedford",MK40 4QP,502093,250319,52.141741,-0.50956,Bedford
2168,Brewhouse And Kitchen,"115-117 High Street, Bedford",MK40 1NU,505040,250017,52.138466,-0.466607,Bedford
2169,Briar Bank Club,"Briar Bank Club, Hawthorn Drive, Wilstead, Bedford",MK45 3ES,506403,243063,52.075717,-0.448869,Bedford
2192,Burnaby Arms,"Burnaby Arms, 66 Stanley Street, Bedford",MK41 7RU,504530,250672,52.144458,-0.473854,Bedford
2284,Chequers Inn,"The Chequers Inn, 47 Hall End Road, Wootton, Bedfordshire",MK43 9HP,500073,245670,52.100327,-0.540433,Bedford
2315,Club Italia,"32a Alexandra Road, Bedford",MK40 1JA,504461,249765,52.13632,-0.475141,Bedford
2325,Colmworth Golf Club,"Colmworth Golf Club, New Road, Colmworth, Bedford",MK44 2AP,509593,257119,52.201417,-0.397816,Bedford
2328,Colworth Club,"Unilever Sports & Social Club,, Colworth Estate, Sharnbrook, Bedford",MK44 1LQ,498201,260234,52.231557,-0.563545,Bedford
2356,Cross Keys,"The Cross Keys, 69 High Street, Bedford",MK40 1RZ,505068,249806,52.136573,-0.466263,Bedford
2359,Crown Inn,"The Crown Inn, Green End, Little Staughton, Bedford",MK44 2BU,510045,263212,52.256083,-0.389225,Bedford
2392,Devonshire Arms,"Devonshire Arms, 32 Dudley Street, Bedford",MK40 3TB,506162,249830,52.13658,-0.450277,Bedford
2438,Euro Bar,"13 St Johns Street, Bedford",MK42 0AH,505099,249330,52.132289,-0.465957,Bedford
2445,Executive Snooker Club,"3a Lurke Street, Bedford",MK40 3HZ,505148,249958,52.137924,-0.465047,Bedford
2475,Fox & Duck,"Fox & Duck, 13 Bedford Road, Wootton, Bedford",MK43 9JT,500881,245201,52.095965,-0.52878,Bedford
2476,Fox & Hounds,"Fox And Hounds, High Street, Riseley, Bedford",MK44 1DT,504026,262696,52.252615,-0.477529,Bedford
2477,Fox & Hounds,"Fox And Hounds, 1 Milton Road, Clapham, Bedford",MK41 6AP,502444,252912,52.16498,-0.503652,Bedford
2478,Fox & Hounds,"The Fox And Hounds, 178 Goldington Road, Bedford",MK40 3EB,506327,250273,52.14053,-0.447729,Bedford
2479,Fox Inn,"Fox Inn, 35 High Street, Carlton, Bedford",MK43 7LA,495350,255288,52.187596,-0.606667,Bedford
2488,Fuelers Bar,"Santa Pod Raceway, Podington Airfield, Airfield Road, Podington, Bedford",NN29 7XA,495094,260699,52.236281,-0.608893,Bedford
2501,Gardeners Arms,"Gardeners Arms, 12 Sandhurst Road, Bedford",MK42 9HS,504818,248584,52.125629,-0.470291,Bedford
